Frequency (Hz),S11_mag,S12_mag,S21_mag,S22_mag
10000000.0,-6.100278372097167,-29.560835108578782,30.489659319843025,5.850629494508772
292424242.42424244,20.950261988659417,7.009426751114947,32.73099465472253,2.5577879772049004
433636363.6363636,-12.171513647542795,-0.2773847846428524,39.77603425247098,-0.9682904986125462
574848484.8484849,-8.531222357635503,7.230669329267419,24.17805809801318,-9.113800039938129
716060606.0606061,27.115875266252353,23.13846626045587,7.7909755273527495,-21.01991724437202
857272727.2727273,37.33416175200344,23.624997197112904,38.149224120356315,20.893755942036208
1069090909.0909091,5.201614115708457,19.018939030373,23.83954703840603,7.716086779956597
1210303030.3030303,-12.941607823640807,-2.188748876886729,29.440863408761988,-0.6484015278221056
1422121212.1212122,-8.669522323431197,9.918027818928843,19.75842145275283,-4.3487066937643135
1563333333.3333335,4.488375630829712,18.82879637505933,6.183903947312284,-2.906167812172789
1775151515.1515152,-0.2663677412503922,27.421091741366244,24.564045113683303,5.145586949370946
1986969696.969697,1.7584220242056927,35.15532942227623,12.699070126638789,-1.9397853644574339
2198787878.787879,-1.41987793562705,16.11858433060528,22.09323584630471,0.04734955848019601
2410606060.6060605,22.782544196939728,24.247501022335452,27.57305914176971,10.129142893005469
2551818181.818182,-1.8640434029185657,0.7638340493257203,20.467329742049962,9.971802939245725
2763636363.636364,16.057328120528112,3.279196017658848,32.41208822495697,9.039023464834
2975454545.4545455,19.283706610039246,14.106024296264382,28.74509344404847,8.978035533992045
3187272727.2727275,5.589947085585637,12.473024976915873,16.936159171295348,24.866202085396758
3399090909.090909,21.309341869728744,18.311866113949577,22.709882709683903,20.212935608952385
3540303030.3030305,45.3326510813355,21.938257217109303,10.958089253885372,15.420244219268715
3752121212.1212125,21.325923672926997,12.168601256811955,4.3681093632238275,5.6319319259749925
3963939393.939394,16.031437475479372,1.862569456134993,12.383833767323214,12.096580895204955
4175757575.757576,32.43221142571582,16.74868730749494,0.2344304978127862,6.983764172097086
4387575757.575758,26.157816577583834,1.3528719372975062,19.249074385471626,16.50455390418965
4528787878.787879,6.940669082951226,12.271321260559887,7.979060162391258,15.436160558579981
4740606060.606061,23.69874346240993,22.770022845037325,15.514442579719077,9.62860826118741
4952424242.424243,11.378392567973659,7.664422571171827,21.679085582826932,11.87550558600227
5164242424.242424,22.810292179409515,25.38639516294328,36.33751699848082,17.01558462212131
5376060606.060606,18.74392860118981,27.742080198433186,22.972554115139737,7.446690962350023
5517272727.272728,8.644689239029702,15.949141944883873,12.584277504965847,28.244536239983926
5729090909.090909,9.65112447513068,28.20752733041614,19.04814500185955,7.99023324520671
